6.8699 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.8709 	INFO 	Loaded monitor calibration from ['2023_10_28 11:58']
7.0626 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4700>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b46a0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4490>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fba30752f10>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.0626 	EXP 	window1: backgroundImage = ''
7.0626 	EXP 	window1: backgroundFit = 'none'
7.0628 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0629 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0651 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0655 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0714 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0720 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0726 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0741 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0745 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0762 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0764 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0770 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0781 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0787 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0792 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0798 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0811 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0822 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0824 	DEBUG 	Uploading Texture Font fontname to graphics card
7.0859 	DEBUG 	Upload of Texture Font fontname complete
7.0871 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0871 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0875 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0879 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fba532b4820>
7.0911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0921 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0929 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0931 	DEBUG 	Uploading Texture Font fontname to graphics card
7.0950 	DEBUG 	Upload of Texture Font fontname complete
7.0964 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.0964 	EXP 	window1: recordFrameIntervals = False
7.2143 	EXP 	window1: recordFrameIntervals = True
8.0563 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

8.0564 	EXP 	window1: mouseVisible = False
8.0568 	EXP 	window1: mouseVisible = False
8.0570 	EXP 	window1: mouseVisible = False
8.0580 	EXP 	window1: mouseVisible = False
8.0588 	EXP 	window1: mouseVisible = False
8.0661 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0669 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0711 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0725 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0731 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0755 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0770 	DEBUG 	Uploading Texture Font fontname to graphics card
8.0803 	DEBUG 	Upload of Texture Font fontname complete
8.0819 	EXP 	window1: mouseVisible = False
8.0820 	EXP 	window1: mouseVisible = False
8.0826 	EXP 	window1: mouseVisible = False
8.0832 	EXP 	window1: mouseVisible = False
9.3632 	INFO 	keyboard.Keyboard is using ptb backend.
9.6569 	INFO 	keyboard.Keyboard is using ptb backend.
9.9503 	INFO 	keyboard.Keyboard is using ptb backend.
10.2431 	INFO 	keyboard.Keyboard is using ptb backend.
10.5355 	INFO 	keyboard.Keyboard is using ptb backend.
10.8278 	INFO 	keyboard.Keyboard is using ptb backend.
11.1200 	INFO 	keyboard.Keyboard is using ptb backend.
11.4123 	INFO 	keyboard.Keyboard is using ptb backend.
11.7050 	INFO 	keyboard.Keyboard is using ptb backend.
11.9981 	INFO 	keyboard.Keyboard is using ptb backend.
12.3008 	INFO 	keyboard.Keyboard is using ptb backend.
12.6076 	INFO 	keyboard.Keyboard is using ptb backend.
12.6077 	EXP 	remlure_maintask: status = STARTED
12.6081 	EXP 	window1: mouseVisible = False
12.6526 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.6527 	EXP 	window1: mouseVisible = False
12.9754 	EXP 	Created encode_instruct_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='instructions/encode_instructions.png', interpolate=True, mask=None, maskParams=None, name='encode_instruct_img', opacity=1, ori=0.0, pos=array([ 0.   , -0.075]), size=array([1.53, 1.  ]), texRes=128.0, units='height', win=Window(...))
12.9756 	EXP 	window1: mouseVisible = False
12.9919 	EXP 	Created encode_instruct_cont_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='encode_instruct_cont_text', opacity=1, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Press <SPACE> to continue.', units='height', win=Window(...), wrapWidth=1)
12.9920 	EXP 	window1: mouseVisible = False
13.2308 	EXP 	Created operscreen_instruct_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='instructions/oper_screen_instructions.png', interpolate=True, mask=None, maskParams=None, name='operscreen_instruct_img', opacity=1, ori=0.0, pos=array([ 0.   , -0.075]), size=array([1.53, 1.  ]), texRes=128.0, units='height', win=Window(...))
13.2309 	EXP 	window1: mouseVisible = False
13.2329 	EXP 	Created operscreen_instruct_cont_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='operscreen_instruct_cont_text', opacity=1, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Press <SPACE> to continue.', units='height', win=Window(...), wrapWidth=1)
13.2330 	EXP 	window1: mouseVisible = False
13.4807 	EXP 	Created operations_instruct_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='instructions/operation_instructions.png', interpolate=True, mask=None, maskParams=None, name='operations_instruct_img', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.53, 1.  ]), texRes=128.0, units='height', win=Window(...))
13.4809 	EXP 	window1: mouseVisible = False
13.4828 	EXP 	Created operations_instruct_conttext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='operations_instruct_conttext', opacity=1, ori=0.0, pos=array([ 0.  , -0.43]), rgb=UNKNOWN, text='Press <SPACE> to continue.', units='height', win=Window(...), wrapWidth=1)
13.4829 	EXP 	window1: mouseVisible = False
13.7484 	EXP 	Created probescreen_instruct_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='instructions/probe_screen_instructions.png', interpolate=True, mask=None, maskParams=None, name='probescreen_instruct_img', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.47, 0.95]), texRes=128.0, units='height', win=Window(...))
13.7485 	EXP 	window1: mouseVisible = False
13.7505 	EXP 	Created probescreen_instruct_conttext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='probescreen_instruct_conttext', opacity=1, ori=0.0, pos=array([ 0.  , -0.45]), rgb=UNKNOWN, text='Press <SPACE> to continue.', units='height', win=Window(...), wrapWidth=1)
13.7506 	EXP 	window1: mouseVisible = False
