7.8495 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.8505 	INFO 	Loaded monitor calibration from ['2023_10_28 11:58']
8.0497 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e790>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e730>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e520>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fbad06c2c10>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.0497 	EXP 	window1: backgroundImage = ''
8.0497 	EXP 	window1: backgroundFit = 'none'
8.0499 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0501 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0523 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0528 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0587 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0593 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0601 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0609 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0613 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0627 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0630 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0632 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0638 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0655 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0661 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0667 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0673 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0677 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0690 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0693 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0695 	DEBUG 	Uploading Texture Font fontname to graphics card
8.0733 	DEBUG 	Upload of Texture Font fontname complete
8.0748 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0749 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0753 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0757 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fbaf1a2e8b0>
8.0793 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0811 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.0813 	DEBUG 	Uploading Texture Font fontname to graphics card
8.0835 	DEBUG 	Upload of Texture Font fontname complete
8.0851 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.0851 	EXP 	window1: recordFrameIntervals = False
8.2001 	EXP 	window1: recordFrameIntervals = True
9.0475 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

9.0477 	EXP 	window1: mouseVisible = False
9.0480 	EXP 	window1: mouseVisible = False
9.0481 	EXP 	window1: mouseVisible = False
9.0486 	EXP 	window1: mouseVisible = False
9.0490 	EXP 	window1: mouseVisible = False
9.0535 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0547 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0556 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0564 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0573 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0577 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0603 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0616 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0620 	DEBUG 	Uploading Texture Font fontname to graphics card
9.0649 	DEBUG 	Upload of Texture Font fontname complete
9.0666 	EXP 	window1: mouseVisible = False
9.0667 	EXP 	window1: mouseVisible = False
9.0674 	EXP 	window1: mouseVisible = False
9.0680 	EXP 	window1: mouseVisible = False
11.2679 	INFO 	keyboard.Keyboard is using ptb backend.
11.5686 	INFO 	keyboard.Keyboard is using ptb backend.
11.8688 	INFO 	keyboard.Keyboard is using ptb backend.
12.1660 	INFO 	keyboard.Keyboard is using ptb backend.
12.4612 	INFO 	keyboard.Keyboard is using ptb backend.
12.7556 	INFO 	keyboard.Keyboard is using ptb backend.
13.0487 	INFO 	keyboard.Keyboard is using ptb backend.
13.3403 	INFO 	keyboard.Keyboard is using ptb backend.
13.6319 	INFO 	keyboard.Keyboard is using ptb backend.
13.9233 	INFO 	keyboard.Keyboard is using ptb backend.
14.2152 	INFO 	keyboard.Keyboard is using ptb backend.
14.5107 	INFO 	keyboard.Keyboard is using ptb backend.
14.5107 	EXP 	remlure_maintask: status = STARTED
14.5111 	EXP 	window1: mouseVisible = False
14.5519 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
14.5521 	EXP 	window1: mouseVisible = False
14.8699 	EXP 	Created encode_instruct_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='instructions/encode_instructions.png', interpolate=True, mask=None, maskParams=None, name='encode_instruct_img', opacity=1, ori=0.0, pos=array([ 0.   , -0.075]), size=array([1.53, 1.  ]), texRes=128.0, units='height', win=Window(...))
14.8701 	EXP 	window1: mouseVisible = False
14.8903 	EXP 	Created encode_instruct_cont_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='encode_instruct_cont_text', opacity=1, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Press <SPACE> to continue.', units='height', win=Window(...), wrapWidth=1)
14.8904 	EXP 	window1: mouseVisible = False
15.1242 	EXP 	Created operscreen_instruct_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='instructions/oper_screen_instructions.png', interpolate=True, mask=None, maskParams=None, name='operscreen_instruct_img', opacity=1, ori=0.0, pos=array([ 0.   , -0.075]), size=array([1.53, 1.  ]), texRes=128.0, units='height', win=Window(...))
15.1243 	EXP 	window1: mouseVisible = False
15.1262 	EXP 	Created operscreen_instruct_cont_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='operscreen_instruct_cont_text', opacity=1, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Press <SPACE> to continue.', units='height', win=Window(...), wrapWidth=1)
15.1263 	EXP 	window1: mouseVisible = False
15.3785 	EXP 	Created operations_instruct_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='instructions/operation_instructions.png', interpolate=True, mask=None, maskParams=None, name='operations_instruct_img', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.53, 1.  ]), texRes=128.0, units='height', win=Window(...))
15.3786 	EXP 	window1: mouseVisible = False
