stim_set,Welcome.started,Welcome.stopped,welcome_keyResp.keys,welcome_keyResp.rt,welcome_keyResp.duration,participant,phase,date,expName,psychopyVersion,OS,frameRate,Encode_instruct.started,Encode_instruct.stopped,encode_instruct_keyResp.keys,encode_instruct_keyResp.rt,encode_instruct_keyResp.duration,Oper_screen_instruct.started,Oper_screen_instruct.stopped,operscreen_instruct_keyResp.keys,operscreen_instruct_keyResp.rt,operscreen_instruct_keyResp.duration,Operations_instruct.started,Operations_instruct.stopped,operations_instruct_keyResp.keys,operations_instruct_keyResp.rt,operations_instruct_keyResp.duration,Probe_screen_instruct.started,Probe_screen_instruct.stopped,probescreen_instruct_keyResp.keys,probescreen_instruct_keyResp.rt,probescreen_instruct_keyResp.duration,Probe_instruct.started,Probe_instruct.stopped,probe_instructions_keyResp.keys,probe_instructions_keyResp.rt,probe_instructions_keyResp.duration,Practice_begin.started,Practice_begin.stopped,prac_begin_keyResp.keys,prac_begin_keyResp.rt,prac_begin_keyResp.duration,Trial_prepare.started,Trial_prepare.stopped,Encode.started,Encode.stopped,Delay_2000.started,Delay_2000.stopped,Manipulate.started,Manipulate.stopped,Delay_4000.started,Delay_4000.stopped,Probe.started,Probe.stopped,probe_keyResp.keys,probe_keyResp.rt,probe_keyResp.duration,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,encode_1_cat,encode_2_cat,operation,replace_cat,cue_position,trial_num,probe_subtype,run_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img,Practice_end.started,Practice_end.stopped,pracend_keyResp.keys,pracend_keyResp.rt,pracend_keyResp.duration,Main_exp_begin.started,Main_exp_begin.stopped,main_exp_begin.keys,main_exp_begin.rt,main_exp_begin.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Rest.started,Rest.stopped,rest_continue.keys,Debrief.started,Debrief.stopped,debrief_keyResp.keys,debrief_keyResp.rt,debrief_keyResp.duration
1,0,6.212,space,6.162,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,6.213,13.318,space,6.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,13.318,24.344,space,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,24.344,64.81,space,40.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,,,,,,64.81,99.648,space,34.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,,,,,,,,,,,99.648,176.553,space,76.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,,,,,,,,,,,,,,,,176.554,182.755,return,6.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.755,187.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.761,189.758,189.759,191.761,191.762,193.764,193.765,197.753,197.755,199.391,j,1.606,,199.392,204.391,0,0,0,3,1,fruits,faces,suppress,,right,prac_4,lure,practice,5,0,stimuli/images/fruits/honeydew.png,stimuli/images/faces/maria_sharapova.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/maria_sharapova.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4942749427,maintask,2025-08-27_21h43.30.855,remlure_online,2024.2.2,MacIntel,57.40528129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.392,206.393,206.393,208.396,208.397,210.383,210.383,214.372,214.373,215.887,j,1.486,,215.887,219.877,0,1,1,1,1,faces,fruits,maintain,,left,prac_2,novel,practice,4,0,stimuli/images/faces/sandra_bullock.png,stimuli/images/fruits/fresh_red_apple.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear04.png,,,,,,,,,,,,,,,,,,,,,,,
