stim_set,Welcome.started,Welcome.stopped,welcome_keyResp.keys,welcome_keyResp.rt,welcome_keyResp.duration,participant,phase,date,expName,psychopyVersion,OS,frameRate,Encode_instruct.started,Encode_instruct.stopped,encode_instruct_keyResp.keys,encode_instruct_keyResp.rt,encode_instruct_keyResp.duration,Oper_screen_instruct.started,Oper_screen_instruct.stopped,operscreen_instruct_keyResp.keys,operscreen_instruct_keyResp.rt,operscreen_instruct_keyResp.duration,Operations_instruct.started,Operations_instruct.stopped,operations_instruct_keyResp.keys,operations_instruct_keyResp.rt,operations_instruct_keyResp.duration,Probe_screen_instruct.started,Probe_screen_instruct.stopped,probescreen_instruct_keyResp.keys,probescreen_instruct_keyResp.rt,probescreen_instruct_keyResp.duration,Probe_instruct.started,Probe_instruct.stopped,probe_instructions_keyResp.keys,probe_instructions_keyResp.rt,probe_instructions_keyResp.duration,Practice_begin.started,Practice_begin.stopped,prac_begin_keyResp.keys,prac_begin_keyResp.rt,prac_begin_keyResp.duration,Trial_prepare.started,Trial_prepare.stopped,Encode.started,Encode.stopped,Delay_2000.started,Delay_2000.stopped,Manipulate.started,Manipulate.stopped,Delay_4000.started,Delay_4000.stopped,Probe.started,Probe.stopped,probe_keyResp.keys,probe_keyResp.rt,probe_keyResp.duration,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,encode_1_cat,encode_2_cat,operation,replace_cat,cue_position,trial_num,probe_subtype,run_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img,Practice_end.started,Practice_end.stopped,pracend_keyResp.keys,pracend_keyResp.rt,pracend_keyResp.duration,Main_exp_begin.started,Main_exp_begin.stopped,main_exp_begin.keys,main_exp_begin.rt,main_exp_begin.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Rest.started,Rest.stopped,rest_continue.keys,Debrief.started,Debrief.stopped,debrief_keyResp.keys,debrief_keyResp.rt,debrief_keyResp.duration
7,0.0001,6.1612,space,6.1476,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,6.1613,29.5741,space,23.3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,29.5743,47.2241,space,17.5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,47.2243,74.724,space,27.4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,,,,,,74.7243,100.2075,space,25.3806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,100.2079,219.2594,space,118.9468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,219.2596,224.4768,return,5.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4769,229.4768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4863,231.4881,231.4882,233.4889,233.4911,235.489,235.4893,239.4884,239.4893,241.2048,j,1.6877,,241.205,246.2053,0,0,0,3,1,fruits,faces,suppress,,right,prac_4,lure,practice,5,0,stimuli/images/fruits/honeydew.png,stimuli/images/faces/maria_sharapova.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/maria_sharapova.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5134951349,maintask,2025-09-12_11h59.59.520,remlure_online,2024.2.2,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.2076,248.205,248.205,250.2047,250.2059,252.2046,252.2046,256.2048,256.2059,257.8882,j,1.6509,,257.8886,261.888,0,1,1,1,1,faces,fruits,maintain,,left,prac_2,novel,practice,4,0,stimuli/images/faces/sandra_bullock.png,stimuli/images/fruits/fresh_red_apple.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear04.png,,,,,,,,,,,,,,,,,,,,,,,
