stim_set,Welcome.started,Welcome.stopped,welcome_keyResp.keys,welcome_keyResp.rt,welcome_keyResp.duration,participant,phase,date,expName,psychopyVersion,OS,frameRate,Encode_instruct.started,Encode_instruct.stopped,encode_instruct_keyResp.keys,encode_instruct_keyResp.rt,encode_instruct_keyResp.duration,Oper_screen_instruct.started,Oper_screen_instruct.stopped,operscreen_instruct_keyResp.keys,operscreen_instruct_keyResp.rt,operscreen_instruct_keyResp.duration,Operations_instruct.started,Operations_instruct.stopped,operations_instruct_keyResp.keys,operations_instruct_keyResp.rt,operations_instruct_keyResp.duration,Probe_screen_instruct.started,Probe_screen_instruct.stopped,probescreen_instruct_keyResp.keys,probescreen_instruct_keyResp.rt,probescreen_instruct_keyResp.duration,Probe_instruct.started,Probe_instruct.stopped,probe_instructions_keyResp.keys,probe_instructions_keyResp.rt,probe_instructions_keyResp.duration,Practice_begin.started,Practice_begin.stopped,prac_begin_keyResp.keys,prac_begin_keyResp.rt,prac_begin_keyResp.duration,Trial_prepare.started,Trial_prepare.stopped,Encode.started,Encode.stopped,Delay_2000.started,Delay_2000.stopped,Manipulate.started,Manipulate.stopped,Delay_4000.started,Delay_4000.stopped,Probe.started,Probe.stopped,probe_keyResp.keys,probe_keyResp.rt,probe_keyResp.duration,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,encode_1_cat,encode_2_cat,operation,replace_cat,cue_position,trial_num,probe_subtype,run_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img,Practice_end.started,Practice_end.stopped,pracend_keyResp.keys,pracend_keyResp.rt,pracend_keyResp.duration,Main_exp_begin.started,Main_exp_begin.stopped,main_exp_begin.keys,main_exp_begin.rt,main_exp_begin.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Rest.started,Rest.stopped,rest_continue.keys,Debrief.started,Debrief.stopped,debrief_keyResp.keys,debrief_keyResp.rt,debrief_keyResp.duration
6,0.0002,4.6969,space,4.6699,0.0007,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,4.6973,15.821,space,10.7901,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,15.8215,93.0207,space,77.0499,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,93.0212,142.4545,space,49.2759,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,142.4551,155.6541,space,13.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,155.6546,181.154,space,25.3551,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,181.1544,184.0191,return,2.8166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0192,189.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0315,191.02,191.0204,193.0202,193.0221,195.0202,195.0204,199.0199,199.0216,200.0935,f,1.0092,,200.0947,203.0933,0,0,0,2,1,places,fruits,suppress,,right,prac_3,uncued,practice,3,0,stimuli/images/places/pink_sand_beach.png,stimuli/images/fruits/muskmelon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/pink_sand_beach.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0963,205.0863,205.0864,207.0861,207.0877,209.0862,209.0863,213.0861,213.087,215.0863,,,,215.0887,220.0863,0,1,1,5,1,places,faces,replace,fruits,right,prac_6,replacement,practice,5,0,stimuli/images/places/japanese_castle.png,stimuli/images/faces/queen_elizabeth_with_crown.png,stimuli/images/fruits/half_apple.png,stimuli/images/fruits/half_apple.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0891,222.0857,222.0858,224.0864,224.0876,226.0861,226.0862,230.0857,230.0871,231.1531,f,1.0228,,231.1546,234.1528,0,2,2,0,1,faces,places,maintain,,left,prac_1,cued,practice,3,0,stimuli/images/faces/michael_phelps.png,stimuli/images/places/river_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/michael_phelps.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4933449334,maintask,2025-09-08_11h49.19.999,remlure_online,2024.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.1549,236.1529,236.1531,238.1527,238.154,240.1526,240.1526,244.1526,244.1547,245.4193,j,1.2003,0.0003,245.42,250.4192,0,3,3,3,1,fruits,faces,suppress,,right,prac_4,lure,practice,5,0,stimuli/images/fruits/honeydew.png,stimuli/images/faces/maria_sharapova.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/maria_sharapova.png,,,,,,,,,,,,,,,,,,,,,,,
