stim_set,Welcome.started,Welcome.stopped,welcome_keyResp.keys,welcome_keyResp.rt,welcome_keyResp.duration,participant,phase,date,expName,psychopyVersion,OS,frameRate,Encode_instruct.started,Encode_instruct.stopped,encode_instruct_keyResp.keys,encode_instruct_keyResp.rt,encode_instruct_keyResp.duration,Oper_screen_instruct.started,Oper_screen_instruct.stopped,operscreen_instruct_keyResp.keys,operscreen_instruct_keyResp.rt,operscreen_instruct_keyResp.duration,Operations_instruct.started,Operations_instruct.stopped,operations_instruct_keyResp.keys,operations_instruct_keyResp.rt,operations_instruct_keyResp.duration,Probe_screen_instruct.started,Probe_screen_instruct.stopped,probescreen_instruct_keyResp.keys,probescreen_instruct_keyResp.rt,probescreen_instruct_keyResp.duration,Probe_instruct.started,Probe_instruct.stopped,probe_instructions_keyResp.keys,probe_instructions_keyResp.rt,probe_instructions_keyResp.duration,Practice_begin.started,Practice_begin.stopped,prac_begin_keyResp.keys,prac_begin_keyResp.rt,prac_begin_keyResp.duration,Trial_prepare.started,Trial_prepare.stopped,Encode.started,Encode.stopped,Delay_2000.started,Delay_2000.stopped,Manipulate.started,Manipulate.stopped,Delay_4000.started,Delay_4000.stopped,Probe.started,Probe.stopped,probe_keyResp.keys,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,encode_1_cat,encode_2_cat,operation,replace_cat,cue_position,trial_num,probe_subtype,run_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img,probe_keyResp.rt,probe_keyResp.duration,Practice_end.started,Practice_end.stopped,pracend_keyResp.keys,pracend_keyResp.rt,pracend_keyResp.duration,Main_exp_begin.started,Main_exp_begin.stopped,main_exp_begin.keys,main_exp_begin.rt,main_exp_begin.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Rest.started,Rest.stopped,rest_continue.keys,Debrief.started,Debrief.stopped,debrief_keyResp.keys
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.8335,1149.832,1149.832,1151.8321,1151.8326,1153.832,1153.8321,1157.8328,1157.8333,1159.8328,,1159.8334,1163.833,,,,,,places,faces,replace,fruits,right,8,lure,3,4,0,stimuli/images/places/skyway_bridge.png,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/justin_bieber.png,,,,,,,,,,,,,0,55,55,55,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.8345,1165.8328,1165.8329,1167.8327,1167.8332,1169.8327,1169.8327,1173.8323,1173.8327,1175.8325,,1175.833,1179.8314,,,,,,faces,fruits,maintain,NA,left,9,cued,3,4,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/pear05.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/macklemore.png,,,,,,,,,,,,,0,56,56,56,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.8324,1181.8314,1181.8314,1183.8325,1183.8332,1185.8318,1185.8319,1189.8325,1189.8332,1191.8314,,1191.8318,1194.8324,,,,,,faces,fruits,maintain,NA,right,10,novel,3,3,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/gala_apple.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/sarah_palin.png,,,,,,,,,,,,,0,57,57,57,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.8342,1196.8312,1196.8312,1198.8323,1198.8327,1200.8316,1200.8316,1204.8315,1204.8319,1206.8311,,1206.8315,1211.8321,,,,,,faces,fruits,suppress,NA,left,11,uncued,3,5,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/halved_watermelon02.png,,,,,,,,,,,,,0,58,58,58,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.8336,1213.8321,1213.8321,1215.8318,1215.8323,1217.8322,1217.8322,1221.8318,1221.8321,1223.8313,,1223.8316,1226.8313,,,,,,faces,fruits,suppress,NA,right,12,lure,3,3,0,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/whole_pears.png,,,,,,,,,,,,,0,59,59,59,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.8327,1228.832,1228.832,1230.8311,1230.8316,1232.8318,1232.8319,1236.8317,1236.8322,1238.8311,,1238.8316,1241.8316,,,,,,fruits,faces,replace,places,left,13,novel,3,3,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/distant_mountains.png,stimuli/images/faces/gerard_butler.png,,,,,,,,,,,,,0,60,60,60,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.8329,1243.8317,1243.8317,1245.8317,1245.8322,1247.8319,1247.8319,1251.8306,1251.831,1253.8314,,1253.8318,1256.8308,,,,,,fruits,faces,replace,places,right,14,uncued,3,3,0,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/honeydew_melon02.png,,,,,,,,,,,,,0,61,61,61,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.8322,1258.8304,1258.8304,1260.8315,1260.8319,1262.8314,1262.8314,1266.8304,1266.8307,1268.8304,,1268.8308,1272.831,,,,,,fruits,faces,maintain,NA,left,15,cued,3,4,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/kobe_bryant.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_cantaloupe.png,,,,,,,,,,,,,0,62,62,62,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.8323,1274.8314,1274.8314,1276.8307,1276.8313,1278.8311,1278.8312,1282.8301,1282.8303,1284.8303,,1284.8307,1287.8309,,,,,,fruits,faces,maintain,NA,right,16,uncued,3,3,0,stimuli/images/fruits/pear03.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear03.png,,,,,,,,,,,,,0,63,63,63,1,,,,,,
,,,,,,5034650346,maintask,2025-08-27_16h52.40.468,remlure_online,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.8321,1289.83,1289.83,1291.8305,1291.831,1293.831,1293.831,1297.8306,1297.8312,1299.8304,,1299.8309,1303.8308,,,,,,places,fruits,suppress,NA,left,17,uncued,3,4,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/fresh_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/fresh_fuji.png,,,,,,,,,,,,,0,64,64,64,1,,,,,,
