stim_set,Welcome.started,Welcome.stopped,welcome_keyResp.keys,welcome_keyResp.rt,welcome_keyResp.duration,participant,phase,date,expName,psychopyVersion,OS,frameRate,Encode_instruct.started,Encode_instruct.stopped,encode_instruct_keyResp.keys,encode_instruct_keyResp.rt,encode_instruct_keyResp.duration,Oper_screen_instruct.started,Oper_screen_instruct.stopped,operscreen_instruct_keyResp.keys,operscreen_instruct_keyResp.rt,operscreen_instruct_keyResp.duration,Operations_instruct.started,Operations_instruct.stopped,operations_instruct_keyResp.keys,operations_instruct_keyResp.rt,operations_instruct_keyResp.duration,Probe_screen_instruct.started,Probe_screen_instruct.stopped,probescreen_instruct_keyResp.keys,probescreen_instruct_keyResp.rt,probescreen_instruct_keyResp.duration,Probe_instruct.started,Probe_instruct.stopped,probe_instructions_keyResp.keys,probe_instructions_keyResp.rt,probe_instructions_keyResp.duration,Practice_begin.started,Practice_begin.stopped,prac_begin_keyResp.keys,prac_begin_keyResp.rt,prac_begin_keyResp.duration,Trial_prepare.started,Trial_prepare.stopped,Encode.started,Encode.stopped,Delay_2000.started,Delay_2000.stopped,Manipulate.started,Manipulate.stopped,Delay_4000.started,Delay_4000.stopped,Probe.started,Probe.stopped,probe_keyResp.keys,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,encode_1_cat,encode_2_cat,operation,replace_cat,cue_position,trial_num,probe_subtype,run_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img,probe_keyResp.rt,probe_keyResp.duration,Practice_end.started,Practice_end.stopped,pracend_keyResp.keys,pracend_keyResp.rt,pracend_keyResp.duration,Main_exp_begin.started,Main_exp_begin.stopped,main_exp_begin.keys,main_exp_begin.rt,main_exp_begin.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Rest.started,Rest.stopped,rest_continue.keys,rest_continue.rt,rest_continue.duration,Debrief.started,Debrief.stopped,debrief_keyResp.keys,debrief_keyResp.rt,debrief_keyResp.duration
8,0.0003,5.7037,space,5.6445,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,5.7038,18.1401,space,12.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,18.1402,29.7284,space,11.3266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,29.7285,62.8724,space,32.8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,62.8727,78.7139,space,15.5782,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,78.7141,112.2384,space,33.2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,112.2385,136.3081,return,23.9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3082,141.3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3109,143.2415,143.2415,145.2186,145.2193,147.2134,147.2135,151.1733,151.1736,153.1523,,153.1526,156.1094,0,0,0,0,1,faces,places,maintain,,left,prac_1,cued,practice,3,0,stimuli/images/faces/michael_phelps.png,stimuli/images/places/river_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/michael_phelps.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.11,158.0855,158.0856,160.0808,160.081,162.0935,162.0935,166.0471,166.0472,168.0532,,168.0534,172.0305,0,1,1,4,1,fruits,places,replace,faces,left,prac_5,novel,practice,4,0,stimuli/images/fruits/sliced_honeydew.png,stimuli/images/places/supreme_court.png,stimuli/images/faces/willie_nelson.png,stimuli/images/fruits/apple03a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4921349213,maintask,2025-09-15_14h28.56.329,remlure_online,2024.2.2,Win32,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.031,173.99,173.99,175.9672,175.9676,177.9726,177.9727,181.9133,181.9135,183.5949,f,183.595,186.5531,0,2,2,2,1,places,fruits,suppress,,right,prac_3,uncued,practice,3,0,stimuli/images/places/pink_sand_beach.png,stimuli/images/fruits/muskmelon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/pink_sand_beach.png,1.5703,,,,,,,,,,,,,,,,,,,,,,,,,,
