stim_set,Welcome.started,Welcome.stopped,welcome_keyResp.keys,welcome_keyResp.rt,welcome_keyResp.duration,participant,phase,date,expName,psychopyVersion,OS,frameRate,Encode_instruct.started,Encode_instruct.stopped,encode_instruct_keyResp.keys,encode_instruct_keyResp.rt,encode_instruct_keyResp.duration,Oper_screen_instruct.started,Oper_screen_instruct.stopped,operscreen_instruct_keyResp.keys,operscreen_instruct_keyResp.rt,operscreen_instruct_keyResp.duration,Operations_instruct.started,Operations_instruct.stopped,operations_instruct_keyResp.keys,operations_instruct_keyResp.rt,operations_instruct_keyResp.duration,Probe_screen_instruct.started,Probe_screen_instruct.stopped,probescreen_instruct_keyResp.keys,probescreen_instruct_keyResp.rt,probescreen_instruct_keyResp.duration,Probe_instruct.started,Probe_instruct.stopped,probe_instructions_keyResp.keys,probe_instructions_keyResp.rt,probe_instructions_keyResp.duration,Practice_begin.started,Practice_begin.stopped,prac_begin_keyResp.keys,prac_begin_keyResp.rt,prac_begin_keyResp.duration,Trial_prepare.started,Trial_prepare.stopped,Encode.started,Encode.stopped,Delay_2000.started,Delay_2000.stopped,Manipulate.started,Manipulate.stopped,Delay_4000.started,Delay_4000.stopped,Probe.started,Probe.stopped,probe_keyResp.keys,ITI.started,ITI.stopped,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,encode_1_cat,encode_2_cat,operation,replace_cat,cue_position,trial_num,probe_subtype,run_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img,probe_keyResp.rt,probe_keyResp.duration,Practice_end.started,Practice_end.stopped,pracend_keyResp.keys,pracend_keyResp.rt,pracend_keyResp.duration,Main_exp_begin.started,Main_exp_begin.stopped,main_exp_begin.keys,main_exp_begin.rt,main_exp_begin.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Rest.started,Rest.stopped,rest_continue.keys,rest_continue.rt,rest_continue.duration,Debrief.started,Debrief.stopped,debrief_keyResp.keys,debrief_keyResp.rt,debrief_keyResp.duration
1,0.0003,4.7161,space,4.6946,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,4.7163,10.0956,space,5.1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,10.096,30.4293,space,20.1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,30.4296,44.5787,space,13.9618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,44.579,52.9961,space,8.2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,52.9964,83.2029,space,30.0352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,83.2032,100.9972,return,17.7727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9977,106.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0137,108.0132,108.0133,110.0144,110.0166,112.0163,112.0165,116.0141,116.0152,118.0187,,118.0198,122.0148,0,0,0,4,1,fruits,places,replace,faces,left,prac_5,novel,practice,4,0,stimuli/images/fruits/sliced_honeydew.png,stimuli/images/places/supreme_court.png,stimuli/images/faces/willie_nelson.png,stimuli/images/fruits/apple03a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0165,124.0144,124.0144,126.014,126.0155,128.0144,128.0144,132.0135,132.014,133.064,f,133.0651,136.0641,0,1,1,2,1,places,fruits,suppress,,right,prac_3,uncued,practice,3,0,stimuli/images/places/pink_sand_beach.png,stimuli/images/fruits/muskmelon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/pink_sand_beach.png,0.9999,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0659,138.0644,138.0645,140.0674,140.0688,142.0647,142.0647,146.0643,146.0654,147.469,j,147.4696,152.4644,0,2,2,3,1,fruits,faces,suppress,,right,prac_4,lure,practice,5,0,stimuli/images/fruits/honeydew.png,stimuli/images/faces/maria_sharapova.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/maria_sharapova.png,1.3787,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.4653,154.4647,154.4649,156.4648,156.4659,158.4651,158.4652,162.4639,162.4644,163.764,j,163.7644,167.7651,0,3,3,1,1,faces,fruits,maintain,,left,prac_2,novel,practice,4,0,stimuli/images/faces/sandra_bullock.png,stimuli/images/fruits/fresh_red_apple.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear04.png,1.2753,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.7668,169.7649,169.765,171.7653,171.767,173.7656,173.7657,177.7659,177.7668,178.7979,f,178.7981,181.7989,0,4,4,0,1,faces,places,maintain,,left,prac_1,cued,practice,3,0,stimuli/images/faces/michael_phelps.png,stimuli/images/places/river_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/michael_phelps.png,1.0137,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.8014,183.7993,183.7994,185.7994,185.8022,187.7986,187.7987,191.7983,191.799,192.8985,f,192.8989,197.8995,0,5,5,5,1,places,faces,replace,fruits,right,prac_6,replacement,practice,5,0,stimuli/images/places/japanese_castle.png,stimuli/images/faces/queen_elizabeth_with_crown.png,stimuli/images/fruits/half_apple.png,stimuli/images/fruits/half_apple.png,1.0742,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9007,199.9991,space,2.0761,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9993,202.6989,return,2.6775,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6989,207.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5002450024,maintask,2025-09-17_20h40.10.758,remlure_online,2024.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.7122,209.7157,209.7158,211.7159,211.7171,213.7157,213.7158,217.7159,217.7171,219.0856,j,219.0863,222.0866,,,,,,faces,places,maintain,NA,left,1,uncued,1,3,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/flatiron_building.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/flatiron_building.png,1.3408,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,
